candidate,office,district,party,county,precinct,votes,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,BERNE ED 1,2,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,BERNE ED 1,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,BERNE ED 1,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,BERNE ED 1,0,,
Mike Diederich,Attorney General,,REFORM,Albany,BERNE ED 1,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,BERNE ED 1,0,,
WRITE-IN,Attorney General,,REFORM,Albany,BERNE ED 1,0,,
OVER VOTES,Attorney General,,REFORM,Albany,BERNE ED 1,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,BERNE ED 1,0,,
,Ballots Cast,,DEMOCRATIC,Albany,BERNE ED 2,121,,
,Ballots Cast,,CONSERVATIVE,Albany,BERNE ED 2,0,,
,Ballots Cast,,GREEN,Albany,BERNE ED 2,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BERNE ED 2,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BERNE ED 2,0,,
,Ballots Cast,,REFORM,Albany,BERNE ED 2,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BERNE ED 2,71,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BERNE ED 2,44,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BERNE ED 2,4,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BERNE ED 2,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BERNE ED 2,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 2,63,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 2,46,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 2,5,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 2,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 2,7,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BERNE ED 2,43,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,BERNE ED 2,10,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,BERNE ED 2,5,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,BERNE ED 2,52,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,BERNE ED 2,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,BERNE ED 2,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,BERNE ED 2,5,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,BERNE ED 2,0,,
Mike Diederich,Attorney General,,REFORM,Albany,BERNE ED 2,1,,
Christopher B Garvey,Attorney General,,REFORM,Albany,BERNE ED 2,0,,
WRITE-IN,Attorney General,,REFORM,Albany,BERNE ED 2,0,,
OVER VOTES,Attorney General,,REFORM,Albany,BERNE ED 2,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,BERNE ED 2,0,,
,Ballots Cast,,DEMOCRATIC,Albany,BERNE ED 3,46,,
,Ballots Cast,,CONSERVATIVE,Albany,BERNE ED 3,0,,
,Ballots Cast,,GREEN,Albany,BERNE ED 3,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BERNE ED 3,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BERNE ED 3,0,,
,Ballots Cast,,REFORM,Albany,BERNE ED 3,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BERNE ED 3,27,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BERNE ED 3,9,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BERNE ED 3,8,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BERNE ED 3,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BERNE ED 3,1,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 3,15,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 3,19,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 3,6,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 3,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 3,5,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BERNE ED 3,13,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,BERNE ED 3,4,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,BERNE ED 3,3,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,BERNE ED 3,16,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,BERNE ED 3,7,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,BERNE ED 3,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,BERNE ED 3,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,BERNE ED 3,0,,
Mike Diederich,Attorney General,,REFORM,Albany,BERNE ED 3,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,BERNE ED 3,0,,
WRITE-IN,Attorney General,,REFORM,Albany,BERNE ED 3,0,,
OVER VOTES,Attorney General,,REFORM,Albany,BERNE ED 3,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,BERNE ED 3,0,,
,Ballots Cast,,DEMOCRATIC,Albany,BETHLEHEM ED 1,205,,
,Ballots Cast,,CONSERVATIVE,Albany,BETHLEHEM ED 1,0,,
,Ballots Cast,,GREEN,Albany,BETHLEHEM ED 1,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BETHLEHEM ED 1,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BETHLEHEM ED 1,0,,
,Ballots Cast,,REFORM,Albany,BETHLEHEM ED 1,2,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 1,95,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 1,91,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 1,11,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 1,2,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 1,6,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 1,107,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 1,70,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 1,9,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 1,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 1,18,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 1,71,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 1,17,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 1,11,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 1,81,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 1,10,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 1,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 1,13,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,BETHLEHEM ED 1,0,,
Mike Diederich,Attorney General,,REFORM,Albany,BETHLEHEM ED 1,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,BETHLEHEM ED 1,1,,
WRITE-IN,Attorney General,,REFORM,Albany,BETHLEHEM ED 1,1,,
OVER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 1,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 1,0,,
,Ballots Cast,,DEMOCRATIC,Albany,BETHLEHEM ED 2,239,,
,Ballots Cast,,CONSERVATIVE,Albany,BETHLEHEM ED 2,0,,
,Ballots Cast,,GREEN,Albany,BETHLEHEM ED 2,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BETHLEHEM ED 2,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BETHLEHEM ED 2,0,,
,Ballots Cast,,REFORM,Albany,BETHLEHEM ED 2,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 2,88,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 2,133,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 2,14,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 2,4,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 2,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 2,136,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 2,78,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 2,12,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 2,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 2,12,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 2,78,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 2,22,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 2,10,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 2,105,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 2,12,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 2,7,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 2,5,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,BETHLEHEM ED 2,0,,
Mike Diederich,Attorney General,,REFORM,Albany,BETHLEHEM ED 2,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,BETHLEHEM ED 2,0,,
WRITE-IN,Attorney General,,REFORM,Albany,BETHLEHEM ED 2,0,,
OVER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 2,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 2,0,,
,Ballots Cast,,DEMOCRATIC,Albany,BETHLEHEM ED 3,126,,
,Ballots Cast,,CONSERVATIVE,Albany,BETHLEHEM ED 3,0,,
,Ballots Cast,,GREEN,Albany,BETHLEHEM ED 3,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BETHLEHEM ED 3,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BETHLEHEM ED 3,0,,
,Ballots Cast,,REFORM,Albany,BETHLEHEM ED 3,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 3,66,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 3,50,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 3,6,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 3,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 3,4,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 3,64,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 3,54,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 3,8,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 3,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 3,0,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 3,32,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 3,20,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 3,11,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 3,54,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 3,8,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 3,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 3,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,BETHLEHEM ED 3,1,,
Mike Diederich,Attorney General,,REFORM,Albany,BETHLEHEM ED 3,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,BETHLEHEM ED 3,0,,
WRITE-IN,Attorney General,,REFORM,Albany,BETHLEHEM ED 3,0,,
OVER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 3,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 3,0,,
,Ballots Cast,,DEMOCRATIC,Albany,BETHLEHEM ED 4,183,,
,Ballots Cast,,CONSERVATIVE,Albany,BETHLEHEM ED 4,0,,
,Ballots Cast,,GREEN,Albany,BETHLEHEM ED 4,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BETHLEHEM ED 4,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BETHLEHEM ED 4,0,,
,Ballots Cast,,REFORM,Albany,BETHLEHEM ED 4,2,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 4,94,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 4,85,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 4,3,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 4,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 4,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 4,88,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 4,85,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 4,3,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 4,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 4,6,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 4,44,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 4,20,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 4,12,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 4,103,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 4,3,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 4,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 4,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,BETHLEHEM ED 4,0,,
Mike Diederich,Attorney General,,REFORM,Albany,BETHLEHEM ED 4,1,,
Christopher B Garvey,Attorney General,,REFORM,Albany,BETHLEHEM ED 4,0,,
WRITE-IN,Attorney General,,REFORM,Albany,BETHLEHEM ED 4,1,,
OVER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 4,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 4,0,,
,Ballots Cast,,DEMOCRATIC,Albany,BETHLEHEM ED 5,133,,
,Ballots Cast,,CONSERVATIVE,Albany,BETHLEHEM ED 5,0,,
,Ballots Cast,,GREEN,Albany,BETHLEHEM ED 5,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BETHLEHEM ED 5,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BETHLEHEM ED 5,0,,
,Ballots Cast,,REFORM,Albany,BETHLEHEM ED 5,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 5,61,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 5,62,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 5,7,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 5,2,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 5,1,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 5,75,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 5,52,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 5,4,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 5,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 5,2,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 5,32,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 5,17,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 5,6,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 5,71,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 5,5,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 5,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 5,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,BETHLEHEM ED 5,0,,
Mike Diederich,Attorney General,,REFORM,Albany,BETHLEHEM ED 5,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,BETHLEHEM ED 5,0,,
WRITE-IN,Attorney General,,REFORM,Albany,BETHLEHEM ED 5,1,,
OVER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 5,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 5,0,,
,Ballots Cast,,DEMOCRATIC,Albany,BETHLEHEM ED 6,193,,
,Ballots Cast,,CONSERVATIVE,Albany,BETHLEHEM ED 6,0,,
,Ballots Cast,,GREEN,Albany,BETHLEHEM ED 6,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BETHLEHEM ED 6,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BETHLEHEM ED 6,0,,
,Ballots Cast,,REFORM,Albany,BETHLEHEM ED 6,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 6,107,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 6,69,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 6,15,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 6,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 6,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 6,92,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 6,80,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 6,14,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 6,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 6,7,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 6,41,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 6,20,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 6,11,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 6,99,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 6,16,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 6,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 6,5,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,BETHLEHEM ED 6,1,,
Mike Diederich,Attorney General,,REFORM,Albany,BETHLEHEM ED 6,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,BETHLEHEM ED 6,0,,
WRITE-IN,Attorney General,,REFORM,Albany,BETHLEHEM ED 6,0,,
OVER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 6,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 6,0,,
,Ballots Cast,,DEMOCRATIC,Albany,BETHLEHEM ED 7,167,,
,Ballots Cast,,CONSERVATIVE,Albany,BETHLEHEM ED 7,0,,
,Ballots Cast,,GREEN,Albany,BETHLEHEM ED 7,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BETHLEHEM ED 7,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BETHLEHEM ED 7,0,,
,Ballots Cast,,REFORM,Albany,BETHLEHEM ED 7,3,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 7,82,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 7,74,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 7,8,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 7,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 7,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 7,87,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 7,68,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 7,3,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 7,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 7,9,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 7,54,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 7,16,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 7,7,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 7,83,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 7,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 7,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 7,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,BETHLEHEM ED 7,1,,
Mike Diederich,Attorney General,,REFORM,Albany,BETHLEHEM ED 7,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,BETHLEHEM ED 7,0,,
WRITE-IN,Attorney General,,REFORM,Albany,BETHLEHEM ED 7,2,,
OVER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 7,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 7,0,,
,Ballots Cast,,DEMOCRATIC,Albany,BETHLEHEM ED 8,154,,
,Ballots Cast,,CONSERVATIVE,Albany,BETHLEHEM ED 8,0,,
,Ballots Cast,,GREEN,Albany,BETHLEHEM ED 8,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BETHLEHEM ED 8,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BETHLEHEM ED 8,0,,
,Ballots Cast,,REFORM,Albany,BETHLEHEM ED 8,2,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 8,95,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 8,55,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 8,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 8,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 8,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 8,71,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 8,72,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 8,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 8,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 8,10,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 8,36,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 8,15,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 8,8,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 8,88,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 8,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 8,3,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 8,3,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,BETHLEHEM ED 8,0,,
Mike Diederich,Attorney General,,REFORM,Albany,BETHLEHEM ED 8,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,BETHLEHEM ED 8,0,,
WRITE-IN,Attorney General,,REFORM,Albany,BETHLEHEM ED 8,0,,
OVER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 8,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,BETHLEHEM ED 8,2,,
,Ballots Cast,,DEMOCRATIC,Albany,BETHLEHEM ED 9,158,,
,Ballots Cast,,CONSERVATIVE,Albany,BETHLEHEM ED 9,0,,
,Ballots Cast,,GREEN,Albany,BETHLEHEM ED 9,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BETHLEHEM ED 9,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BETHLEHEM ED 9,0,,
,Ballots Cast,,REFORM,Albany,BETHLEHEM ED 9,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 9,80,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 9,67,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 9,3,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 9,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 9,7,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 9,58,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 9,85,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 9,3,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 9,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BETHLEHEM ED 9,12,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BETHLEHEM ED 9,38,,
