candidate,office,district,party,county,precinct,election_day,absentee,votes
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),31,1,32
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),35,1,36
Blanks,Governor,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),1,0,1
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),15,0,15
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),12,0,12
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),1,0,1
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),37,2,39
Blanks,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),1,0,1
Voids,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),1,0,1
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),10,1,11
Jen Metzger,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),51,1,52
Blanks,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),5,0,5
Voids,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),0,0,0
Write-ins,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 12 (Kerhonkson FH),1,0,1
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Wawarsing 12 (Kerhonkson FH),2,0,2
Mike Diederich,Attorney General,,REFORM,Ulster,Wawarsing 12 (Kerhonkson FH),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Wawarsing 12 (Kerhonkson FH),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Wawarsing 12 (Kerhonkson FH),0,0,0
Voids,Attorney General,,REFORM,Ulster,Wawarsing 12 (Kerhonkson FH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Wawarsing 12 (Kerhonkson FH),2,0,2
Ann G Rabbitt,State Senate,42,REFORM,Ulster,Wawarsing 12 (Kerhonkson FH),1,0,1
Blanks,State Senate,42,REFORM,Ulster,Wawarsing 12 (Kerhonkson FH),0,0,0
Voids,State Senate,42,REFORM,Ulster,Wawarsing 12 (Kerhonkson FH),0,0,0
Write-ins,State Senate,42,REFORM,Ulster,Wawarsing 12 (Kerhonkson FH),3,0,3
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",347,49,396
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",373,51,424
Blanks,Governor,,DEMOCRATIC,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",9,1,10
Voids,Governor,,DEMOCRATIC,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",0,1,1
Write-ins,Governor,,DEMOCRATIC,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",117,10,127
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",81,13,94
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",9,5,14
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",513,71,584
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",8,1,9
Voids,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",1,2,3
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",3,0,3
Mike Diederich,Attorney General,,REFORM,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",1,0,1
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",0,0,0
Blanks,Attorney General,,REFORM,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",0,0,0
Voids,Attorney General,,REFORM,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",0,2,2
Write-ins,Attorney General,,REFORM,Ulster,"Woodstock 1,4,7,8 (Comm Ctr)",0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),58,14,72
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),71,10,81
Blanks,Governor,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),3,0,3
Voids,Governor,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),27,2,29
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),8,1,9
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),1,0,1
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),96,21,117
Blanks,Attorney General,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),0,0,0
Voids,Attorney General,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Woodstock 2 (Lake Hill FH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Woodstock 2 (Lake Hill FH),0,0,0
Mike Diederich,Attorney General,,REFORM,Ulster,Woodstock 2 (Lake Hill FH),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Woodstock 2 (Lake Hill FH),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Woodstock 2 (Lake Hill FH),0,0,0
Voids,Attorney General,,REFORM,Ulster,Woodstock 2 (Lake Hill FH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Woodstock 2 (Lake Hill FH),0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",169,21,190
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",188,15,203
Blanks,Governor,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",3,1,4
Voids,Governor,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",72,5,77
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",33,4,37
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",1,1,2
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",249,26,275
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",5,0,5
Voids,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",0,1,1
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 3,6 (Zena FH)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Woodstock 3,6 (Zena FH)",6,0,6
Mike Diederich,Attorney General,,REFORM,Ulster,"Woodstock 3,6 (Zena FH)",0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Woodstock 3,6 (Zena FH)",0,0,0
Blanks,Attorney General,,REFORM,Ulster,"Woodstock 3,6 (Zena FH)",0,0,0
Voids,Attorney General,,REFORM,Ulster,"Woodstock 3,6 (Zena FH)",0,0,0
Write-ins,Attorney General,,REFORM,Ulster,"Woodstock 3,6 (Zena FH)",1,0,1
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",158,31,189
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",143,23,166
Blanks,Governor,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",7,0,7
Voids,Governor,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",44,6,50
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",27,3,30
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",6,0,6
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",220,44,264
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",11,0,11
Voids,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",0,1,1
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Woodstock 5,9 (Fire Co #2)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Woodstock 5,9 (Fire Co #2)",1,0,1
Mike Diederich,Attorney General,,REFORM,Ulster,"Woodstock 5,9 (Fire Co #2)",0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Woodstock 5,9 (Fire Co #2)",0,0,0
Blanks,Attorney General,,REFORM,Ulster,"Woodstock 5,9 (Fire Co #2)",0,0,0
Voids,Attorney General,,REFORM,Ulster,"Woodstock 5,9 (Fire Co #2)",0,0,0
Write-ins,Attorney General,,REFORM,Ulster,"Woodstock 5,9 (Fire Co #2)",0,0,0
