county,precinct,office,district,candidate,party,votes,absentee,affidavit,election_day
Jefferson,Hounsfield 2,U.S. Senate,,Under Votes,,17,,,
Jefferson,LeRay 1,U.S. Senate,,Under Votes,,2,,,
Jefferson,LeRay 2,U.S. Senate,,Under Votes,,3,,,
Jefferson,LeRay 3,U.S. Senate,,Under Votes,,8,,,
Jefferson,LeRay 4,U.S. Senate,,Under Votes,,6,,,
Jefferson,LeRay 5,U.S. Senate,,Under Votes,,5,,,
Jefferson,LeRay 6,U.S. Senate,,Under Votes,,9,,,
Jefferson,LeRay 7,U.S. Senate,,Under Votes,,0,,,
Jefferson,LeRay 8,U.S. Senate,,Under Votes,,4,,,
Jefferson,Lorraine 1,U.S. Senate,,Under Votes,,5,,,
Jefferson,Lyme 1,U.S. Senate,,Under Votes,,11,,,
Jefferson,Lyme 2,U.S. Senate,,Under Votes,,7,,,
Jefferson,Lyme 3,U.S. Senate,,Under Votes,,3,,,
Jefferson,Orleans 1,U.S. Senate,,Under Votes,,14,,,
Jefferson,Orleans 2,U.S. Senate,,Under Votes,,5,,,
Jefferson,Pamelia 1,U.S. Senate,,Under Votes,,11,,,
Jefferson,Pamelia 2,U.S. Senate,,Under Votes,,7,,,
Jefferson,Philadelphia 1,U.S. Senate,,Under Votes,,5,,,
Jefferson,Philadelphia 2,U.S. Senate,,Under Votes,,3,,,
Jefferson,Rodman 1,U.S. Senate,,Under Votes,,9,,,
Jefferson,Rutland 1,U.S. Senate,,Under Votes,,12,,,
Jefferson,Rutland 2,U.S. Senate,,Under Votes,,10,,,
Jefferson,Rutland 3,U.S. Senate,,Under Votes,,3,,,
Jefferson,Theresa 1,U.S. Senate,,Under Votes,,10,,,
Jefferson,Watertown 1,U.S. Senate,,Under Votes,,17,,,
Jefferson,Watertown 2,U.S. Senate,,Under Votes,,10,,,
Jefferson,Wilna 1,U.S. Senate,,Under Votes,,1,,,
Jefferson,Wilna 2,U.S. Senate,,Under Votes,,2,,,
Jefferson,Wilna 3,U.S. Senate,,Under Votes,,1,,,
Jefferson,Wilna 4,U.S. Senate,,Under Votes,,3,,,
Jefferson,Wilna 5,U.S. Senate,,Under Votes,,4,,,
Jefferson,Wilna 6,U.S. Senate,,Under Votes,,6,,,
Jefferson,Worth 1,U.S. Senate,,Under Votes,,3,,,
Jefferson,City 12/1,U.S. Senate,,Over Votes,,1,,,
Jefferson,City 12/2,U.S. Senate,,Over Votes,,0,,,
Jefferson,City 12/3,U.S. Senate,,Over Votes,,0,,,
Jefferson,13/1,U.S. Senate,,Over Votes,,0,,,
Jefferson,13/2,U.S. Senate,,Over Votes,,1,,,
Jefferson,13/3,U.S. Senate,,Over Votes,,0,,,
Jefferson,14/1,U.S. Senate,,Over Votes,,0,,,
Jefferson,14/2,U.S. Senate,,Over Votes,,0,,,
Jefferson,15/1,U.S. Senate,,Over Votes,,2,,,
Jefferson,15/2,U.S. Senate,,Over Votes,,0,,,
Jefferson,15/3,U.S. Senate,,Over Votes,,1,,,
Jefferson,Adams 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Adams 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Adams 3,U.S. Senate,,Over Votes,,0,,,
Jefferson,Alexandria 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Alexandria 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Alexandria 3,U.S. Senate,,Over Votes,,0,,,
Jefferson,Antwerp 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Antwerp 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Brownville 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Brownville 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Brownville 3,U.S. Senate,,Over Votes,,0,,,
Jefferson,Brownville 4,U.S. Senate,,Over Votes,,0,,,
Jefferson,Brownville 5,U.S. Senate,,Over Votes,,0,,,
Jefferson,Cape Vincent 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Cape Vincent 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Champion 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Champion 2,U.S. Senate,,Over Votes,,1,,,
Jefferson,Clayton 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Clayton 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Clayton 3,U.S. Senate,,Over Votes,,0,,,
Jefferson,Ellisburg 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Elllisburg 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Ellisburg 3,U.S. Senate,,Over Votes,,0,,,
Jefferson,Ellisburg 4,U.S. Senate,,Over Votes,,0,,,
Jefferson,Henderson 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Hounsfield 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Hounsfield 2,U.S. Senate,,Over Votes,,1,,,
Jefferson,LeRay 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,LeRay 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,LeRay 3,U.S. Senate,,Over Votes,,0,,,
Jefferson,LeRay 4,U.S. Senate,,Over Votes,,1,,,
Jefferson,LeRay 5,U.S. Senate,,Over Votes,,0,,,
Jefferson,LeRay 6,U.S. Senate,,Over Votes,,0,,,
Jefferson,LeRay 7,U.S. Senate,,Over Votes,,0,,,
Jefferson,LeRay 8,U.S. Senate,,Over Votes,,3,,,
Jefferson,Lorraine 1,U.S. Senate,,Over Votes,,3,,,
Jefferson,Lyme 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Lyme 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Lyme 3,U.S. Senate,,Over Votes,,0,,,
Jefferson,Orleans 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Orleans 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Pamelia 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Pamelia 2,U.S. Senate,,Over Votes,,1,,,
Jefferson,Philadelphia 1,U.S. Senate,,Over Votes,,1,,,
Jefferson,Philadelphia 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Rodman 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Rutland 1,U.S. Senate,,Over Votes,,1,,,
Jefferson,Rutland 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Rutland 3,U.S. Senate,,Over Votes,,0,,,
Jefferson,Theresa 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Watertown 1,U.S. Senate,,Over Votes,,1,,,
Jefferson,Watertown 2,U.S. Senate,,Over Votes,,1,,,
Jefferson,Wilna 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Wilna 2,U.S. Senate,,Over Votes,,0,,,
Jefferson,Wilna 3,U.S. Senate,,Over Votes,,0,,,
Jefferson,Wilna 4,U.S. Senate,,Over Votes,,0,,,
Jefferson,Wilna 5,U.S. Senate,,Over Votes,,0,,,
Jefferson,Wilna 6,U.S. Senate,,Over Votes,,0,,,
Jefferson,Worth 1,U.S. Senate,,Over Votes,,0,,,
Jefferson,Alexandria 1,U.S. House,21,Matt Castelli,DEM,173,,,
Jefferson,Alexandria 2,U.S. House,21,Matt Castelli,DEM,186,,,
Jefferson,Alexandria 3,U.S. House,21,Matt Castelli,DEM,235,,,
Jefferson,Antwerp 1,U.S. House,21,Matt Castelli,DEM,57,,,
Jefferson,Antwerp 2,U.S. House,21,Matt Castelli,DEM,106,,,
Jefferson,LeRay 1,U.S. House,21,Matt Castelli,DEM,66,,,
Jefferson,LeRay 2,U.S. House,21,Matt Castelli,DEM,34,,,
Jefferson,LeRay 3,U.S. House,21,Matt Castelli,DEM,57,,,
Jefferson,LeRay 4,U.S. House,21,Matt Castelli,DEM,195,,,
Jefferson,LeRay 5,U.S. House,21,Matt Castelli,DEM,102,,,
Jefferson,LeRay 6,U.S. House,21,Matt Castelli,DEM,41,,,
Jefferson,LeRay 7,U.S. House,21,Matt Castelli,DEM,21,,,
Jefferson,LeRay 8,U.S. House,21,Matt Castelli,DEM,152,,,
Jefferson,Philadelphia 1,U.S. House,21,Matt Castelli,DEM,90,,,
Jefferson,Philadelphia 2,U.S. House,21,Matt Castelli,DEM,76,,,
Jefferson,Theresa 1,U.S. House,21,Matt Castelli,DEM,264,,,
Jefferson,Wilna 1,U.S. House,21,Matt Castelli,DEM,47,,,
Jefferson,Wilna 2,U.S. House,21,Matt Castelli,DEM,12,,,
Jefferson,Wilna 3,U.S. House,21,Matt Castelli,DEM,18,,,
Jefferson,Wilna 4,U.S. House,21,Matt Castelli,DEM,46,,,
Jefferson,Wilna 5,U.S. House,21,Matt Castelli,DEM,97,,,
Jefferson,Alexandria 1,U.S. House,21,Elise M. Stefanik,REP,208,,,
Jefferson,Alexandria 2,U.S. House,21,Elise M. Stefanik,REP,311,,,
Jefferson,Alexandria 3,U.S. House,21,Elise M. Stefanik,REP,470,,,
Jefferson,Antwerp 1,U.S. House,21,Elise M. Stefanik,REP,99,,,
Jefferson,Antwerp 2,U.S. House,21,Elise M. Stefanik,REP,285,,,
Jefferson,LeRay 1,U.S. House,21,Elise M. Stefanik,REP,183,,,
Jefferson,LeRay 2,U.S. House,21,Elise M. Stefanik,REP,65,,,
Jefferson,LeRay 3,U.S. House,21,Elise M. Stefanik,REP,93,,,
Jefferson,LeRay 4,U.S. House,21,Elise M. Stefanik,REP,283,,,
Jefferson,LeRay 5,U.S. House,21,Elise M. Stefanik,REP,124,,,
Jefferson,LeRay 6,U.S. House,21,Elise M. Stefanik,REP,84,,,
Jefferson,LeRay 7,U.S. House,21,Elise M. Stefanik,REP,33,,,
Jefferson,LeRay 8,U.S. House,21,Elise M. Stefanik,REP,245,,,
Jefferson,Philadelphia 1,U.S. House,21,Elise M. Stefanik,REP,150,,,
Jefferson,Philadelphia 2,U.S. House,21,Elise M. Stefanik,REP,180,,,
Jefferson,Theresa 1,U.S. House,21,Elise M. Stefanik,REP,611,,,
Jefferson,Wilna 1,U.S. House,21,Elise M. Stefanik,REP,66,,,
Jefferson,Wilna 2,U.S. House,21,Elise M. Stefanik,REP,15,,,
Jefferson,Wilna 3,U.S. House,21,Elise M. Stefanik,REP,47,,,
Jefferson,Wilna 4,U.S. House,21,Elise M. Stefanik,REP,138,,,
Jefferson,Wilna 5,U.S. House,21,Elise M. Stefanik,REP,342,,,
Jefferson,Alexandria 1,U.S. House,21,Elise M. Stefanik,CON,12,,,
Jefferson,Alexandria 2,U.S. House,21,Elise M. Stefanik,CON,28,,,
Jefferson,Alexandria 3,U.S. House,21,Elise M. Stefanik,CON,28,,,
Jefferson,Antwerp 1,U.S. House,21,Elise M. Stefanik,CON,16,,,
Jefferson,Antwerp 2,U.S. House,21,Elise M. Stefanik,CON,28,,,
Jefferson,LeRay 1,U.S. House,21,Elise M. Stefanik,CON,14,,,
Jefferson,LeRay 2,U.S. House,21,Elise M. Stefanik,CON,9,,,
Jefferson,LeRay 3,U.S. House,21,Elise M. Stefanik,CON,14,,,
Jefferson,LeRay 4,U.S. House,21,Elise M. Stefanik,CON,30,,,
Jefferson,LeRay 5,U.S. House,21,Elise M. Stefanik,CON,10,,,
Jefferson,LeRay 6,U.S. House,21,Elise M. Stefanik,CON,6,,,
Jefferson,LeRay 7,U.S. House,21,Elise M. Stefanik,CON,5,,,
Jefferson,LeRay 8,U.S. House,21,Elise M. Stefanik,CON,28,,,
Jefferson,Philadelphia 1,U.S. House,21,Elise M. Stefanik,CON,11,,,
Jefferson,Philadelphia 2,U.S. House,21,Elise M. Stefanik,CON,18,,,
Jefferson,Theresa 1,U.S. House,21,Elise M. Stefanik,CON,64,,,
Jefferson,Wilna 1,U.S. House,21,Elise M. Stefanik,CON,8,,,
Jefferson,Wilna 2,U.S. House,21,Elise M. Stefanik,CON,3,,,
Jefferson,Wilna 3,U.S. House,21,Elise M. Stefanik,CON,3,,,
Jefferson,Wilna 4,U.S. House,21,Elise M. Stefanik,CON,16,,,
Jefferson,Wilna 5,U.S. House,21,Elise M. Stefanik,CON,23,,,
Jefferson,Alexandria 1,U.S. House,21,Matt Castelli,WOR,3,,,
Jefferson,Alexandria 2,U.S. House,21,Matt Castelli,WOR,5,,,
Jefferson,Alexandria 3,U.S. House,21,Matt Castelli,WOR,5,,,
Jefferson,Antwerp 1,U.S. House,21,Matt Castelli,WOR,1,,,
Jefferson,Antwerp 2,U.S. House,21,Matt Castelli,WOR,3,,,
Jefferson,LeRay 1,U.S. House,21,Matt Castelli,WOR,1,,,
Jefferson,LeRay 2,U.S. House,21,Matt Castelli,WOR,0,,,
Jefferson,LeRay 3,U.S. House,21,Matt Castelli,WOR,2,,,
Jefferson,LeRay 4,U.S. House,21,Matt Castelli,WOR,1,,,
Jefferson,LeRay 5,U.S. House,21,Matt Castelli,WOR,1,,,
Jefferson,LeRay 6,U.S. House,21,Matt Castelli,WOR,0,,,
Jefferson,LeRay 7,U.S. House,21,Matt Castelli,WOR,0,,,
Jefferson,LeRay 8,U.S. House,21,Matt Castelli,WOR,2,,,
Jefferson,Philadelphia 1,U.S. House,21,Matt Castelli,WOR,1,,,
Jefferson,Philadelphia 2,U.S. House,21,Matt Castelli,WOR,1,,,
Jefferson,Theresa 1,U.S. House,21,Matt Castelli,WOR,6,,,
Jefferson,Wilna 1,U.S. House,21,Matt Castelli,WOR,1,,,
Jefferson,Wilna 2,U.S. House,21,Matt Castelli,WOR,0,,,
Jefferson,Wilna 3,U.S. House,21,Matt Castelli,WOR,0,,,
Jefferson,Wilna 4,U.S. House,21,Matt Castelli,WOR,0,,,
Jefferson,Wilna 5,U.S. House,21,Matt Castelli,WOR,1,,,
Jefferson,Alexandria 1,U.S. House,21,Write-ins,,1,,,
Jefferson,Alexandria 2,U.S. House,21,Write-ins,,0,,,
Jefferson,Alexandria 3,U.S. House,21,Write-ins,,1,,,
Jefferson,Antwerp 1,U.S. House,21,Write-ins,,0,,,
Jefferson,Antwerp 2,U.S. House,21,Write-ins,,0,,,
Jefferson,LeRay 1,U.S. House,21,Write-ins,,0,,,
Jefferson,LeRay 2,U.S. House,21,Write-ins,,1,,,
Jefferson,LeRay 3,U.S. House,21,Write-ins,,0,,,
Jefferson,LeRay 4,U.S. House,21,Write-ins,,0,,,
Jefferson,LeRay 5,U.S. House,21,Write-ins,,0,,,
Jefferson,LeRay 6,U.S. House,21,Write-ins,,1,,,
Jefferson,LeRay 7,U.S. House,21,Write-ins,,0,,,
Jefferson,LeRay 8,U.S. House,21,Write-ins,,0,,,
Jefferson,Philadelphia 1,U.S. House,21,Write-ins,,0,,,
Jefferson,Philadelphia 2,U.S. House,21,Write-ins,,0,,,
Jefferson,Theresa 1,U.S. House,21,Write-ins,,0,,,
Jefferson,Wilna 1,U.S. House,21,Write-ins,,0,,,
Jefferson,Wilna 2,U.S. House,21,Write-ins,,0,,,
Jefferson,Wilna 3,U.S. House,21,Write-ins,,0,,,
Jefferson,Wilna 4,U.S. House,21,Write-ins,,0,,,
Jefferson,Wilna 5,U.S. House,21,Write-ins,,0,,,
Jefferson,Alexandria 1,U.S. House,21,Under Votes,,7,,,
Jefferson,Alexandria 2,U.S. House,21,Under Votes,,4,,,
Jefferson,Alexandria 3,U.S. House,21,Under Votes,,7,,,
Jefferson,Antwerp 1,U.S. House,21,Under Votes,,3,,,
Jefferson,Antwerp 2,U.S. House,21,Under Votes,,8,,,
Jefferson,LeRay 1,U.S. House,21,Under Votes,,2,,,
Jefferson,LeRay 2,U.S. House,21,Under Votes,,1,,,
Jefferson,LeRay 3,U.S. House,21,Under Votes,,5,,,
Jefferson,LeRay 4,U.S. House,21,Under Votes,,4,,,
Jefferson,LeRay 5,U.S. House,21,Under Votes,,6,,,
Jefferson,LeRay 6,U.S. House,21,Under Votes,,2,,,
Jefferson,LeRay 7,U.S. House,21,Under Votes,,0,,,
Jefferson,LeRay 8,U.S. House,21,Under Votes,,1,,,
Jefferson,Philadelphia 1,U.S. House,21,Under Votes,,2,,,
Jefferson,Philadelphia 2,U.S. House,21,Under Votes,,7,,,
Jefferson,Theresa 1,U.S. House,21,Under Votes,,5,,,
Jefferson,Wilna 1,U.S. House,21,Under Votes,,0,,,
Jefferson,Wilna 2,U.S. House,21,Under Votes,,1,,,
Jefferson,Wilna 3,U.S. House,21,Under Votes,,1,,,
Jefferson,Wilna 4,U.S. House,21,Under Votes,,1,,,
Jefferson,Wilna 5,U.S. House,21,Under Votes,,6,,,
Jefferson,Alexandria 1,U.S. House,21,Over Votes,,0,,,
Jefferson,Alexandria 2,U.S. House,21,Over Votes,,0,,,
Jefferson,Alexandria 3,U.S. House,21,Over Votes,,1,,,
Jefferson,Antwerp 1,U.S. House,21,Over Votes,,0,,,
Jefferson,Antwerp 2,U.S. House,21,Over Votes,,0,,,
Jefferson,LeRay 1,U.S. House,21,Over Votes,,0,,,
Jefferson,LeRay 2,U.S. House,21,Over Votes,,0,,,
Jefferson,LeRay 3,U.S. House,21,Over Votes,,0,,,
Jefferson,LeRay 4,U.S. House,21,Over Votes,,0,,,
Jefferson,LeRay 5,U.S. House,21,Over Votes,,0,,,
Jefferson,LeRay 6,U.S. House,21,Over Votes,,0,,,
Jefferson,LeRay 7,U.S. House,21,Over Votes,,0,,,
Jefferson,LeRay 8,U.S. House,21,Over Votes,,2,,,
Jefferson,Philadelphia 1,U.S. House,21,Over Votes,,0,,,
Jefferson,Philadelphia 2,U.S. House,21,Over Votes,,0,,,
Jefferson,Theresa 1,U.S. House,21,Over Votes,,0,,,
Jefferson,Wilna 1,U.S. House,21,Over Votes,,0,,,
Jefferson,Wilna 2,U.S. House,21,Over Votes,,0,,,
Jefferson,Wilna 3,U.S. House,21,Over Votes,,0,,,
Jefferson,Wilna 4,U.S. House,21,Over Votes,,0,,,
Jefferson,Wilna 5,U.S. House,21,Over Votes,,0,,,
Jefferson,City 12/1,U.S. House,24,Steven Holden,DEM,341,,,
Jefferson,City 12/2,U.S. House,24,Steven Holden,DEM,266,,,
Jefferson,City 12/3,U.S. House,24,Steven Holden,DEM,207,,,
Jefferson,13/1,U.S. House,24,Steven Holden,DEM,222,,,
Jefferson,13/2,U.S. House,24,Steven Holden,DEM,271,,,
Jefferson,13/3,U.S. House,24,Steven Holden,DEM,155,,,
Jefferson,14/1,U.S. House,24,Steven Holden,DEM,177,,,
Jefferson,14/2,U.S. House,24,Steven Holden,DEM,90,,,
Jefferson,15/1,U.S. House,24,Steven Holden,DEM,199,,,
Jefferson,15/2,U.S. House,24,Steven Holden,DEM,228,,,
Jefferson,15/3,U.S. House,24,Steven Holden,DEM,75,,,
Jefferson,Adams 1,U.S. House,24,Steven Holden,DEM,212,,,
Jefferson,Adams 2,U.S. House,24,Steven Holden,DEM,108,,,
Jefferson,Adams 3,U.S. House,24,Steven Holden,DEM,223,,,
Jefferson,Brownville 1,U.S. House,24,Steven Holden,DEM,123,,,
Jefferson,Brownville 2,U.S. House,24,Steven Holden,DEM,96,,,
Jefferson,Brownville 3,U.S. House,24,Steven Holden,DEM,136,,,
Jefferson,Brownville 4,U.S. House,24,Steven Holden,DEM,121,,,
Jefferson,Brownville 5,U.S. House,24,Steven Holden,DEM,183,,,
Jefferson,Cape Vincent 1,U.S. House,24,Steven Holden,DEM,142,,,
Jefferson,Cape Vincent 2,U.S. House,24,Steven Holden,DEM,226,,,
Jefferson,Champion 1,U.S. House,24,Steven Holden,DEM,202,,,
Jefferson,Champion 2,U.S. House,24,Steven Holden,DEM,131,,,
Jefferson,Clayton 1,U.S. House,24,Steven Holden,DEM,118,,,
Jefferson,Clayton 2,U.S. House,24,Steven Holden,DEM,299,,,
Jefferson,Clayton 3,U.S. House,24,Steven Holden,DEM,281,,,
Jefferson,Ellisburg 1,U.S. House,24,Steven Holden,DEM,30,,,
Jefferson,Elllisburg 2,U.S. House,24,Steven Holden,DEM,110,,,
Jefferson,Ellisburg 3,U.S. House,24,Steven Holden,DEM,33,,,
Jefferson,Ellisburg 4,U.S. House,24,Steven Holden,DEM,158,,,
Jefferson,Henderson 1,U.S. House,24,Steven Holden,DEM,231,,,
Jefferson,Hounsfield 1,U.S. House,24,Steven Holden,DEM,301,,,
Jefferson,Hounsfield 2,U.S. House,24,Steven Holden,DEM,216,,,
Jefferson,Lorraine 1,U.S. House,24,Steven Holden,DEM,78,,,
Jefferson,Lyme 1,U.S. House,24,Steven Holden,DEM,107,,,
Jefferson,Lyme 2,U.S. House,24,Steven Holden,DEM,165,,,
Jefferson,Lyme 3,U.S. House,24,Steven Holden,DEM,67,,,
Jefferson,Orleans 1,U.S. House,24,Steven Holden,DEM,147,,,
Jefferson,Orleans 2,U.S. House,24,Steven Holden,DEM,148,,,
Jefferson,Pamelia 1,U.S. House,24,Steven Holden,DEM,134,,,
Jefferson,Pamelia 2,U.S. House,24,Steven Holden,DEM,168,,,
Jefferson,Rodman 1,U.S. House,24,Steven Holden,DEM,85,,,
Jefferson,Rutland 1,U.S. House,24,Steven Holden,DEM,93,,,
Jefferson,Rutland 2,U.S. House,24,Steven Holden,DEM,77,,,
Jefferson,Rutland 3,U.S. House,24,Steven Holden,DEM,45,,,
Jefferson,Watertown 1,U.S. House,24,Steven Holden,DEM,291,,,
Jefferson,Watertown 2,U.S. House,24,Steven Holden,DEM,237,,,
Jefferson,Wilna 6,U.S. House,24,Steven Holden,DEM,193,,,
Jefferson,Worth 1,U.S. House,24,Steven Holden,DEM,21,,,
Jefferson,City 12/1,U.S. House,24,Claudia Tenney,REP,340,,,
Jefferson,City 12/2,U.S. House,24,Claudia Tenney,REP,313,,,
Jefferson,City 12/3,U.S. House,24,Claudia Tenney,REP,272,,,
Jefferson,13/1,U.S. House,24,Claudia Tenney,REP,264,,,
Jefferson,13/2,U.S. House,24,Claudia Tenney,REP,294,,,
Jefferson,13/3,U.S. House,24,Claudia Tenney,REP,183,,,
Jefferson,14/1,U.S. House,24,Claudia Tenney,REP,203,,,
Jefferson,14/2,U.S. House,24,Claudia Tenney,REP,122,,,
Jefferson,15/1,U.S. House,24,Claudia Tenney,REP,286,,,
Jefferson,15/2,U.S. House,24,Claudia Tenney,REP,331,,,
Jefferson,15/3,U.S. House,24,Claudia Tenney,REP,75,,,
Jefferson,Adams 1,U.S. House,24,Claudia Tenney,REP,324,,,
Jefferson,Adams 2,U.S. House,24,Claudia Tenney,REP,293,,,
Jefferson,Adams 3,U.S. House,24,Claudia Tenney,REP,534,,,
Jefferson,Brownville 1,U.S. House,24,Claudia Tenney,REP,303,,,
Jefferson,Brownville 2,U.S. House,24,Claudia Tenney,REP,193,,,
Jefferson,Brownville 3,U.S. House,24,Claudia Tenney,REP,387,,,
Jefferson,Brownville 4,U.S. House,24,Claudia Tenney,REP,179,,,
Jefferson,Brownville 5,U.S. House,24,Claudia Tenney,REP,401,,,
Jefferson,Cape Vincent 1,U.S. House,24,Claudia Tenney,REP,199,,,
Jefferson,Cape Vincent 2,U.S. House,24,Claudia Tenney,REP,443,,,
Jefferson,Champion 1,U.S. House,24,Claudia Tenney,REP,620,,,
Jefferson,Champion 2,U.S. House,24,Claudia Tenney,REP,265,,,
Jefferson,Clayton 1,U.S. House,24,Claudia Tenney,REP,323,,,
Jefferson,Clayton 2,U.S. House,24,Claudia Tenney,REP,371,,,
Jefferson,Clayton 3,U.S. House,24,Claudia Tenney,REP,510,,,
Jefferson,Ellisburg 1,U.S. House,24,Claudia Tenney,REP,122,,,
Jefferson,Elllisburg 2,U.S. House,24,Claudia Tenney,REP,301,,,
Jefferson,Ellisburg 3,U.S. House,24,Claudia Tenney,REP,44,,,
Jefferson,Ellisburg 4,U.S. House,24,Claudia Tenney,REP,377,,,
Jefferson,Henderson 1,U.S. House,24,Claudia Tenney,REP,442,,,
Jefferson,Hounsfield 1,U.S. House,24,Claudia Tenney,REP,277,,,
Jefferson,Hounsfield 2,U.S. House,24,Claudia Tenney,REP,497,,,
Jefferson,Lorraine 1,U.S. House,24,Claudia Tenney,REP,293,,,
Jefferson,Lyme 1,U.S. House,24,Claudia Tenney,REP,232,,,
Jefferson,Lyme 2,U.S. House,24,Claudia Tenney,REP,290,,,
Jefferson,Lyme 3,U.S. House,24,Claudia Tenney,REP,138,,,
Jefferson,Orleans 1,U.S. House,24,Claudia Tenney,REP,458,,,
Jefferson,Orleans 2,U.S. House,24,Claudia Tenney,REP,233,,,
Jefferson,Pamelia 1,U.S. House,24,Claudia Tenney,REP,401,,,
Jefferson,Pamelia 2,U.S. House,24,Claudia Tenney,REP,389,,,
Jefferson,Rodman 1,U.S. House,24,Claudia Tenney,REP,378,,,
Jefferson,Rutland 1,U.S. House,24,Claudia Tenney,REP,337,,,
Jefferson,Rutland 2,U.S. House,24,Claudia Tenney,REP,250,,,
Jefferson,Rutland 3,U.S. House,24,Claudia Tenney,REP,74,,,
Jefferson,Watertown 1,U.S. House,24,Claudia Tenney,REP,490,,,
Jefferson,Watertown 2,U.S. House,24,Claudia Tenney,REP,571,,,
Jefferson,Wilna 6,U.S. House,24,Claudia Tenney,REP,282,,,
Jefferson,Worth 1,U.S. House,24,Claudia Tenney,REP,87,,,
Jefferson,City 12/1,U.S. House,24,Claudia Tenney,CON,63,,,
Jefferson,City 12/2,U.S. House,24,Claudia Tenney,CON,35,,,
Jefferson,City 12/3,U.S. House,24,Claudia Tenney,CON,29,,,
Jefferson,13/1,U.S. House,24,Claudia Tenney,CON,29,,,
Jefferson,13/2,U.S. House,24,Claudia Tenney,CON,29,,,
Jefferson,13/3,U.S. House,24,Claudia Tenney,CON,21,,,
Jefferson,14/1,U.S. House,24,Claudia Tenney,CON,37,,,
Jefferson,14/2,U.S. House,24,Claudia Tenney,CON,14,,,
Jefferson,15/1,U.S. House,24,Claudia Tenney,CON,29,,,
Jefferson,15/2,U.S. House,24,Claudia Tenney,CON,45,,,
Jefferson,15/3,U.S. House,24,Claudia Tenney,CON,13,,,
Jefferson,Adams 1,U.S. House,24,Claudia Tenney,CON,23,,,
Jefferson,Adams 2,U.S. House,24,Claudia Tenney,CON,16,,,
Jefferson,Adams 3,U.S. House,24,Claudia Tenney,CON,63,,,
Jefferson,Brownville 1,U.S. House,24,Claudia Tenney,CON,26,,,
Jefferson,Brownville 2,U.S. House,24,Claudia Tenney,CON,30,,,
Jefferson,Brownville 3,U.S. House,24,Claudia Tenney,CON,37,,,
Jefferson,Brownville 4,U.S. House,24,Claudia Tenney,CON,18,,,
Jefferson,Brownville 5,U.S. House,24,Claudia Tenney,CON,31,,,
Jefferson,Cape Vincent 1,U.S. House,24,Claudia Tenney,CON,14,,,
Jefferson,Cape Vincent 2,U.S. House,24,Claudia Tenney,CON,59,,,
Jefferson,Champion 1,U.S. House,24,Claudia Tenney,CON,49,,,
Jefferson,Champion 2,U.S. House,24,Claudia Tenney,CON,28,,,
Jefferson,Clayton 1,U.S. House,24,Claudia Tenney,CON,45,,,
Jefferson,Clayton 2,U.S. House,24,Claudia Tenney,CON,34,,,
Jefferson,Clayton 3,U.S. House,24,Claudia Tenney,CON,48,,,
Jefferson,Ellisburg 1,U.S. House,24,Claudia Tenney,CON,4,,,
Jefferson,Elllisburg 2,U.S. House,24,Claudia Tenney,CON,28,,,
Jefferson,Ellisburg 3,U.S. House,24,Claudia Tenney,CON,7,,,
Jefferson,Ellisburg 4,U.S. House,24,Claudia Tenney,CON,37,,,
Jefferson,Henderson 1,U.S. House,24,Claudia Tenney,CON,39,,,
Jefferson,Hounsfield 1,U.S. House,24,Claudia Tenney,CON,23,,,
Jefferson,Hounsfield 2,U.S. House,24,Claudia Tenney,CON,52,,,
Jefferson,Lorraine 1,U.S. House,24,Claudia Tenney,CON,36,,,
Jefferson,Lyme 1,U.S. House,24,Claudia Tenney,CON,28,,,
Jefferson,Lyme 2,U.S. House,24,Claudia Tenney,CON,35,,,
